Category,Cost,Cost Centre,Date,Description,Header Ref,Ledger,Nominal Code,Nominal Name,P&L Line,Project ID,Ref,Supplier ID,Type,Unit,Value
Subcontractor,38,P-PLA-OPLA,44804,DAMAGE WAIVER,61187007,PL,FH3522000,Project Costs,External Project Costs,Proj000709,4145,Sup000726,INV,BU013,48.0
Material Supplier,7753,P-PLA-OPLA,44804,TEK SCREWDRIVER 01.08.22 - 28.08.22,61189036,PL,FH3522000,Project Costs,External Project Costs,Proj000709,4146,Sup000726,INV,BU013,177.6
Subcontractor,4673,P-PLA-OPLA,44804,DAMAGE WAIVER,61189036,PL,FH3522000,Project Costs,External Project Costs,Proj000709,4147,Sup000726,INV,BU013,28.42
Subcontractor,6545,P-PLA-OPLA,44804,5INCH CABLE ROLLER,61198069,PL,FH3522000,Project Costs,External Project Costs,Proj000709,4148,Sup000726,INV,BU013,436.6
Subcontractor,8322,P-PLA-OPLA,44804,Damage Waiver 16%,61198069,PL,FH3522000,Project Costs,External Project Costs,Proj000709,4149,Sup000726,INV,BU013,69.86
Subcontractor,1122,P-PLA-CRAN,44804,PANEL LIFTING WINCH (WEEKLY),61204641,PL,FH3522000,Project Costs,External Project Costs,Proj000731,4150,Sup000726,INV,BU013,371.85
Subcontractor,4478,P-PLA-CRAN,44804,Transport (Each Way),61204641,PL,FH3522000,Project Costs,External Project Costs,Proj000731,4151,Sup000726,INV,BU013,15.0
Subcontractor,7392,P-PLA-CRAN,44804,Damage Waiver 16%,61204641,PL,FH3522000,Project Costs,External Project Costs,Proj000731,4152,Sup000726,INV,BU013,59.5
Subcontractor,5344,P-PLA-CRAN,44804,ALL TERRAIN PALLET TRUCK (MANUEL (WEEKLY),3427/00114764,PL,FH3522000,Project Costs,External Project Costs,Proj000706,4153,Sup000716,INV,BU013,150.0
Subcontractor,858,P-PLA-CRAN,44804,Transport (Each Way),3427/00114764,PL,FH3522000,Project Costs,External Project Costs,Proj000706,4154,Sup000716,INV,BU013,60.0
Subcontractor,4017,P-OTH-SCRT,44804,A1 CCTV TOWER 01.08.22 - 31.08.22,23481797,PL,FH3522000,Project Costs,External Project Costs,Proj000709,4155,Sup000783,INV,BU013,1729.51
Subcontractor,5292,P-PLA-OPLA,44804,6000KG SPINDLE BAR 01.08 .22 - 28.08.22,61182144,PL,FH3522000,Project Costs,External Project Costs,Proj000722,4157,Sup000726,INV,BU013,40.0
Material Supplier,7927,P-PLA-OPLA,44804,CABLE DRUM SCREW JACKS 6T (PAIR)  01.08.22 - 28.08.22,61182144,PL,FH3522000,Project Costs,External Project Costs,Proj000722,4158,Sup000726,INV,BU013,280.0
Subcontractor,1774,P-PLA-OPLA,44804,DAMAGE WAIVER,61182144,PL,FH3522000,Project Costs,External Project Costs,Proj000722,4159,Sup000726,INV,BU013,51.2
Subcontractor,7157,P-PLA-CATG,44804,CABLE AVOIDING TOOL CAT4+,61200708,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4160,Sup000726,INV,BU013,28.02
Subcontractor,4945,P-PLA-CATG,44804,16% DAMAGE WAIVER,61200708,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4161,Sup000726,INV,BU013,4.48
Material Supplier,4908,P-PLA-OPLA,44804,DUCT ROD 120M X 9MM,61202876,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4162,Sup000726,INV,BU013,79.18
Material Supplier,6092,P-PLA-OPLA,44804,Transport for Duct Rod (each way),61202876,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4163,Sup000726,INV,BU013,15.0
Subcontractor,7330,P-PLA-OPLA,44804,CABLE DRUM JACK 3 TONNE (EACH),61202876,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4164,Sup000726,INV,BU013,148.0
Subcontractor,691,P-PLA-OPLA,44804,Transport for Cable Jacks (each way),61202876,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4165,Sup000726,INV,BU013,15.0
Subcontractor,9612,P-PLA-OPLA,44804,2000KG SPINDLE BAR,61202876,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4166,Sup000726,INV,BU013,34.04
Subcontractor,5418,P-PLA-OPLA,44804,16% Damage Waiver,61202876,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4167,Sup000726,INV,BU013,41.8
Subcontractor,3645,P-PLA-OPLA,44808,CABLE CAPSTAN WINCH - PETROL 27.07.22- 26.08.22,61207640,PL,FH3522000,Project Costs,External Project Costs,Proj000740,4168,Sup000726,INV,BU013,997.5
Subcontractor,3680,P-PLA-OPLA,44808,DAMAGE WAIVER 27.07.22 - 26.08.22,61207640,PL,FH3522000,Project Costs,External Project Costs,Proj000740,4169,Sup000726,INV,BU013,159.6
Subcontractor,6234,P-PLA-OPLA,44808,COLLECTION,61207640,PL,FH3522000,Project Costs,External Project Costs,Proj000740,4170,Sup000726,INV,BU013,145.0
Subcontractor,3072,P-PLA-OPLA,44808,HEAVY DUTY ATC COMBI-HAMMER 110V (WEEKLY),61208544,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4171,Sup000726,INV,BU013,163.17
Subcontractor,9765,P-PLA-OPLA,44808,Transport for Combi Hammer (each way),61208544,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4172,Sup000726,INV,BU013,30.0
Subcontractor,5331,P-PLA-OPLA,44808,LOOSE EXTEN LEAD 110V 15M 16AMP,61208544,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4173,Sup000726,INV,BU013,43.29
Material Supplier,6807,P-PLA-OPLA,44808,SDS MAX BOLSTER,61208544,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4174,Sup000726,INV,BU013,4.02
Material Supplier,6695,P-PLA-OPLA,44808,SDS MAX LIGHT/MEDIUM CHISEL,61208544,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4175,Sup000726,INV,BU013,4.02
Material Supplier,2957,P-PLA-OPLA,44808,SDS MAX LIGHT/MEDIUM POINT,61208544,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4176,Sup000726,INV,BU013,4.02
Subcontractor,3077,P-PLA-GENE,44808,GENERATOR PORTABLE 2.6KVA PETROL,61208544,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4177,Sup000726,INV,BU013,139.85
Subcontractor,9046,P-PLA-GENE,44808,Transport for Generator (each way),61208544,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4178,Sup000726,INV,BU013,30.0
Subcontractor,6209,P-PLA-OPLA,44808,Damage Waiver 16%,61208544,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4179,Sup000726,INV,BU013,57.34
Subcontractor,9782,P-PLA-DIGG,44804,8T EXCAVATOR   (WEEKLY),3427/00114749,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4180,Sup000716,INV,BU013,495.0
Subcontractor,373,P-PLA-DIGG,44804,Transport for digger (each way),3427/00114749,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4181,Sup000716,INV,BU013,120.0
Subcontractor,9990,P-MAT-MONS,44805,SIM CARD MONITOR,INV-401642,PL,FH3522000,Project Costs,External Project Costs,Proj000733,4182,Sup000774,INV,BU013,10.5
Subcontractor,4927,P-MAT-OMAT,44805,MARLEY MODERN CONCRETE ROOF TILES - GREY,0461/00108771,PL,FH3522000,Project Costs,External Project Costs,Proj000761,4185,Sup000716,INV,BU013,55.0
Subcontractor,1745,P-MAT-OMAT,44806,EA MARLEY Modern Tile With Nail Hole ....... Smooth Grey MA12628,0592/00119139,PL,FH3522000,Project Costs,External Project Costs,Proj000761,4186,Sup000716,INV,BU013,230.4
Subcontractor,3852,P-PLA-FORK,44804,14M Telehandler (weekly),3427/00114814,PL,FH3522000,Project Costs,External Project Costs,Proj000761,4187,Sup000716,INV,BU013,430.0
Subcontractor,1905,P-PLA-FORK,44804,Transport (each way),3427/00114814,PL,FH3522000,Project Costs,External Project Costs,Proj000761,4188,Sup000716,INV,BU013,105.0
Subcontractor,7454,P-MAT-MISE,44807,80No. 0.9 SINGLE HOLE CLEATS 20.4 - 22.8,4447904,PL,FH3522000,Project Costs,External Project Costs,Proj000714,4189,Sup000739,INV,BU013,3.94
Subcontractor,1475,P-MAT-MISE,44807,15No. 1.4 SINGLE HOLE CLEATS 30.5 - 35.6,4447904,PL,FH3522000,Project Costs,External Project Costs,Proj000714,4190,Sup000739,INV,BU013,1.63
Subcontractor,3247,P-MAT-MISE,44807,35No. 1.2 SINGLE HOLE CLEATS 27.8 - 30.4,4447904,PL,FH3522000,Project Costs,External Project Costs,Proj000714,4191,Sup000739,INV,BU013,2.9
Subcontractor,69,P-MAT-MISE,44807,35No. 0.8 SINGLE HOLE CLEATS 17.9 - 20.3,4447904,PL,FH3522000,Project Costs,External Project Costs,Proj000714,4192,Sup000739,INV,BU013,1.29
Material Supplier,5771,P-MAT-SCAB,44807,2No. (PACK OF 2) 32 BW TERMS,4447904,PL,FH3522000,Project Costs,External Project Costs,Proj000714,4193,Sup000739,INV,BU013,7.98
Material Supplier,6784,P-MAT-SCAB,44807,4No. 50BW 50 BW TERMINATIONS,4447904,PL,FH3522000,Project Costs,External Project Costs,Proj000714,4194,Sup000739,INV,BU013,18.74
Material Supplier,2820,P-MAT-MISE,44807,2No. (PACK OF 2) 25 BW TERMS,4447904,PL,FH3522000,Project Costs,External Project Costs,Proj000714,4195,Sup000739,INV,BU013,4.68
Subcontractor,5184,P-MAT-MISE,44807,"55No. 5X10 XLPE,LSZH,SWA,LSZH 1KV BS67
CORES BROWN,BLUE,GREY,BLACK,GREEN/YW
BASEC",4447904,PL,FH3522000,Project Costs,External Project Costs,Proj000714,4196,Sup000739,INV,BU013,333.24
Subcontractor,5357,P-MAT-MISE,44807,"25No. 4X50 XLPE,LSZH,SWA,LSZH 1KV BS6724  CORES BRN BLUE GREY BLK BASEC",4447904,PL,FH3522000,Project Costs,External Project Costs,Proj000714,4197,Sup000739,INV,BU013,404.04
Subcontractor,3997,P-MAT-MISE,44807,"25No. 6491B 35 GREEN/YELLOW LSZH BS-EN 
50525-3-41(H07Z-R) BASEC",4447904,PL,FH3522000,Project Costs,External Project Costs,Proj000714,4198,Sup000739,INV,BU013,77.03
Material Supplier,8906,P-MAT-MISE,44807,"55No.5X35 XLPE,LSZH,SWA,LSZH 1KV BS6724 
CORES BRN,BLUE,GREY,BLACK,GRN/YW BASEC",4447943,PL,FH3522000,Project Costs,External Project Costs,Proj000714,4199,Sup000739,INV,BU013,892.11
Hire Supplier,1391,P-PLA-CONT,44804,HIRE OF CONTAINERS 40FT CUBE 01.09.22 - 31.09.22,0000105429,PL,FH3522000,Project Costs,External Project Costs,Proj000720,4200,Sup000747,INV,BU013,214.29
Material Supplier,5541,P-MAT-GRCM,44804,G SAVER - 14M,61191261,PL,FH3522000,Project Costs,External Project Costs,Proj000734,4201,Sup000726,INV,BU013,605.17
Material Supplier,5044,P-PLA-SCAF,44792,9MM PLYWOOD SHEETS,0465/00177029,PL,FH3522000,Project Costs,External Project Costs,Proj000761,4202,Sup000716,INV,BU013,132.0
Subcontractor,4662,P-PLA-SCAF,44792,KILN DRIED REGULARISED JOIST TREATED STANDARDB FSC,0465/00177029,PL,FH3522000,Project Costs,External Project Costs,Proj000761,4203,Sup000716,INV,BU013,103.2
Material Supplier,7854,P-PLA-SCAF,44792,FLAT CSK SCREWS POZI ZINC YELLOW PASS,0465/00177029,PL,FH3522000,Project Costs,External Project Costs,Proj000761,4204,Sup000716,INV,BU013,9.0
Material Supplier,3291,P-MAT-PVPA,44803,JA SOLAR 385WP PANEL MONO HALF CELL BLACK FRAME ( 1052 X 1776 X 35 ) MC4,50211728,PL,FH3522000,Project Costs,External Project Costs,Proj000736,4208,Sup000738,INV,BU013,29589.0
Subcontractor,4538,P-PLA-FUEL,44802,Diesel for On-Site Plant,EXP-JC840822123,PL,FH3522000,Project Costs,External Project Costs,Proj000740,4261,Sup000767,INV,BU013,122.56
Subcontractor,2191,P-SUN-CUST,44795,IMPORT CUSTOMS CLEARANCE,2113132925,PL,FH3522000,Project Costs,External Project Costs,Proj000733,4310,Sup000784,INV,BU013,50.0
Material Supplier,4913,P-MAT-MISE,44806,200No. M6 X 30 Roofing Nuts & Bolts,CHS/311418,PL,FH3522000,Project Costs,External Project Costs,Proj000752,4494,Sup000715,INV,BU013,46.66
Material Supplier,8887,P-PLA-OPLA,44773,TRANSFORMER 2.2 KVA,6116974,PL,FH3522000,Project Costs,External Project Costs,Proj000716,4495,Sup000726,INV,BU013,84.12
Material Supplier,9268,P-OTH-FENC,44804,XH HD Fence Panel 3.5m X 2m,0142/00185178,PL,FH3522000,Project Costs,External Project Costs,Proj000716,4496,Sup000716,INV,BU013,30.0
Subcontractor,6965,P-OTH-FENC,44804,GS7 Panel 3.5m X 2.0m Inc Block/Coupler,0766/00149496,PL,FH3522000,Project Costs,External Project Costs,Proj000752,4497,Sup000716,INV,BU013,7.5
Subcontractor,8422,P-OTH-FENC,44804,GS7 Panel 3.5m X 2.0m Inc Block/Coupler,0766/00149495,PL,FH3522000,Project Costs,External Project Costs,Proj000752,4498,Sup000716,INV,BU013,135.0
Subcontractor,6274,P-PLA-FUEL,44804,XH 100Ltr Diesel Mate,3427/00114640,PL,FH3522000,Project Costs,External Project Costs,Proj000716,4499,Sup000716,INV,BU013,160.0
Subcontractor,2869,P-SUB-SITE,44774,SITE MANAGEMENT J DRAPER WC 18.07.22,2207,PL,FH3522000,Project Costs,External Project Costs,Proj000713,4500,Sup000741,INV,BU013,1838.0
Subcontractor,2131,P-MAT-MISE,44805,NLAH814 BEAM CLIP HORIZONTAL FLANGE 8-14MM 6.5MM DIAMETER,447740874,PL,FH3522000,Project Costs,External Project Costs,Proj000716,4501,Sup000718,INV,BU013,231.29
Subcontractor,2387,P-MAT-CABA,44813,ABE1212 12x12 End Cap,447795055,PL,FH3522000,Project Costs,External Project Costs,Proj000716,4502,Sup000718,INV,BU013,32.0
Subcontractor,3212,P-MAT-ACAB,44813,"H07RNF-03C-2.5-BLK1 CABLE-RX
2.5MM BLACK 3-CORE CUT HEAVY DUTY POWER SUPPLY RUBBER",447795851,PL,FH3522000,Project Costs,External Project Costs,Proj000716,4503,Sup000718,INV,BU013,321.0
Subcontractor,1368,P-OTH-MISC,44797,PRECON CONCRETE SPACER BRICKS PART NO Z00158335 & Z00158336,I956330,PL,FH3522000,Project Costs,External Project Costs,Proj000767,4504,Sup000785,INV,BU013,339.04
Subcontractor,579,P-OTH-MISC,44803,PRECON SPACER BRICKS VARIOUS,I957936,PL,FH3522000,Project Costs,External Project Costs,Proj000767,4505,Sup000785,INV,BU013,339.04
Material Supplier,9038,P-OTH-MISC,44803,"CONCRETE BLOCKS 100MM & 140MM DENSE, 1 ROLL POLYTHENE",I957935,PL,FH3522000,Project Costs,External Project Costs,Proj000767,4506,Sup000785,INV,BU013,692.47
Material Supplier,8973,P-MAT-CABA,44811,Bankhead 100No.16mm Bootlace Ferrules,NCH/424930,PL,FH3522000,Project Costs,External Project Costs,Proj000768,4572,Sup000715,INV,BU013,8.25
Subcontractor,3758,P-MAT-OMAT,44812,SEALCO OB1 WHITE SILICONE,074 - 229593,PL,FH3522000,Project Costs,External Project Costs,Proj000733,4573,Sup000725,INV,BU013,8.33
Material Supplier,4025,P-OTH-MISC,44796,MASTER GRADE CEMENT PLASTIC BAG 25KG,I955935,PL,FH3522000,Project Costs,External Project Costs,Proj000767,4574,Sup000785,INV,BU013,598.8
Material Supplier,7751,P-OTH-MISC,44797,FABRIC SPACERS 65/75 GRADE PLATE PLASTIC SPACER 200/BAG,I956331,PL,FH3522000,Project Costs,External Project Costs,Proj000767,4575,Sup000785,INV,BU013,16.5
Subcontractor,666,P-MAT-SWIT,44813,JUNCTION BOX 5 POLE 10.0MM TERMINALS 167X125X82MM IP65 GREY,447799185,PL,FH3522000,Project Costs,External Project Costs,Proj000727,4576,Sup000718,INV,BU013,69.66
Subcontractor,3856,P-OTH-MISC,44789,C32/40 0 CEM1 S2 140 SIKA 35RM ADVA XT5 PLUS SURCHARGE,013784,PL,FH3522000,Project Costs,External Project Costs,Proj000767,4577,Sup000786,INV,BU013,942.4
Subcontractor,992,P-OTH-MISC,44796,C32/40 0 CEM1 S2 140 SIKA 35RM ADVA XT5 PLUS SURCHARGE,013849,PL,FH3522000,Project Costs,External Project Costs,Proj000767,4578,Sup000786,INV,BU013,942.4
Subcontractor,1093,P-OTH-MISC,44796,WAITING TIME,013850,PL,FH3522000,Project Costs,External Project Costs,Proj000767,4579,Sup000786,INV,BU013,135.3
Subcontractor,133,P-OTH-MISC,44812,C32/40 20 CEM1 S2 140 SIKA 35RM ADVA XT5 PLUS FUEL SURCHARGE TICKET REF 033055 & 033057,014057,PL,FH3522000,Project Costs,External Project Costs,Proj000767,4580,Sup000786,INV,BU013,1609.4
Subcontractor,4036,P-OTH-MISC,44812,PART LOAD,014058,PL,FH3522000,Project Costs,External Project Costs,Proj000767,4581,Sup000786,INV,BU013,225.0
Subcontractor,1057,P-OTH-MISC,44813,GEN1 20 CEM1 S3 180 SIKA 35RM PLUS FUEL SURCHARGE,014078,PL,FH3522000,Project Costs,External Project Costs,Proj000767,4582,Sup000786,INV,BU013,898.4
Subcontractor,4135,P-OTH-MISC,44813,WAITING TIME,014079,PL,FH3522000,Project Costs,External Project Costs,Proj000767,4583,Sup000786,INV,BU013,98.4
Subcontractor,3356,P-OTH-MISC,44784,C32/40 0 CEM1 S2 140 SIKA 35RM ADVA XT5 PLUS SURCHARGE,013717,PL,FH3522000,Project Costs,External Project Costs,Proj000767,4584,Sup000786,INV,BU013,942.4
Subcontractor,4320,P-SUB-SITE,44788,SITE MANAGEMENT J DRAPER 12.08.22,2208,PL,FH3522000,Project Costs,External Project Costs,Proj000707,4585,Sup000741,INV,BU013,1768.0
Subcontractor,2154,P-PLA-OPLA,44804,5T ADJUSTABLE BEAM CLAMP 29.07.22 - 25.08.22,61203043,PL,FH3522000,Project Costs,External Project Costs,Proj000716,4586,Sup000726,INV,BU013,106.72
Material Supplier,592,P-SUB-HVIN,44783,SHUTDOWN X 3 HOURS,22057991,PL,FH3522000,Project Costs,External Project Costs,Proj000730,4587,Sup000780,INV,BU013,274.05
Subcontractor,7324,P-PLA-OPLA,44804,"SCREWDRIVER 110V DRY WALL, EXTENSION LEAD, PORTABLE TRANSFORMER 3KVA 01.08.22 - 31.08.22",7301791940,PL,FH3522000,Project Costs,External Project Costs,Proj000709,4588,Sup000768,INV,BU013,197.8
Material Supplier,2241,P-PLA-OPLA,44804,SPEEDY SHIELD,7301791940,PL,FH3522000,Project Costs,External Project Costs,Proj000709,4589,Sup000768,INV,BU013,9.88
Material Supplier,4560,P-MAT-SWIT,44805,EATON 200A TRIPLE POLE 50kA MCCB,DTM/244832,PL,FH3522000,Project Costs,External Project Costs,Proj000731,4590,Sup000715,INV,BU013,433.33
Subcontractor,948,P-PLA-GENE,44804,GENERATOR DIESEL SUPER SILENCED 10KVA 01.08.22 - 31.08.22,7301791937,PL,FH3522000,Project Costs,External Project Costs,Proj000709,4591,Sup000768,INV,BU013,805.0
Material Supplier,1759,P-PLA-GENE,44804,SPEEDY SHIELD,7301791937,PL,FH3522000,Project Costs,External Project Costs,Proj000709,4592,Sup000768,INV,BU013,40.25
Material Supplier,546,P-MAT-MISE,44811,Niglon 1x6mm Hole Flat Square Plate for Strut,EXP/343358,PL,FH3522000,Project Costs,External Project Costs,Proj000731,4593,Sup000715,INV,BU013,98.0
Material Supplier,6037,P-MAT-TRAN,44749,751C - 400/0.333V,074 - 220129,PL,FH3522000,Project Costs,External Project Costs,Proj000715,4594,Sup000725,INV,BU013,122.5
Material Supplier,6987,P-PLA-OPLA,44773,250 GALLON WATER BOWSER 01.07.22 - 28.07.22,61140252,PL,FH3522000,Project Costs,External Project Costs,Proj000709,4595,Sup000726,INV,BU013,348.0
Subcontractor,304,P-PLA-OPLA,44797,LOSS OF HIRED EQUIPMENT TRAKMAT - TREAD TWO SIDES - GREEN - 2440MM X 1130MM X 13MM,61174629,PL,FH3522000,Project Costs,External Project Costs,Proj000726,4596,Sup000726,INV,BU013,213.74
Subcontractor,9218,P-OTH-FENC,44804,GS7 Panel 3.5m X 2.0m Inc Block/Coupler,0476/00179864,PL,FH3522000,Project Costs,External Project Costs,Proj000726,4597,Sup000716,INV,BU013,12.0
Subcontractor,556,P-OTH-FENC,44804,GS7 Panel 3.5m X 2.0m Inc Block/Coupler,0493/00109460,PL,FH3522000,Project Costs,External Project Costs,Proj000706,4598,Sup000716,INV,BU013,75.0
Material Supplier,475,P-OTH-FENC,44804,XH HD Fence Panel 3.5m X 2m,3427/00114614,PL,FH3522000,Project Costs,External Project Costs,Proj000747,4599,Sup000716,INV,BU013,30.0
Subcontractor,854,P-PLA-CONT,44804,XH 20' Shipping Container,3427/00114624,PL,FH3522000,Project Costs,External Project Costs,Proj000709,4600,Sup000716,INV,BU013,80.0
Subcontractor,2360,P-PLA-WELF,44804,XH 21' Steel Av Welfare Unit,3427/00114627,PL,FH3522000,Project Costs,External Project Costs,Proj000706,4601,Sup000716,INV,BU013,1725.0
Subcontractor,7947,P-OTH-FENC,44804,"SITE FENCING, PEDESTRIAN GATE, FENCING PANEL COUPLER",3427/00114671,PL,FH3522000,Project Costs,External Project Costs,Proj000709,4602,Sup000716,INV,BU013,150.0
Subcontractor,3776,P-OTH-SCRT,44804,MOBILE PATROLS AUGUST 2022 AS PER TAGGING REPORT,31312,PL,FH3522000,Project Costs,External Project Costs,Proj000709,4603,Sup000755,INV,BU013,1304.0
Subcontractor,2903,P-PLA-CONT,44804,SECURITY CONTAINER 20' X 8' 01.08.22 - 31.08.22,3220866,PL,FH3522000,Project Costs,External Project Costs,Proj000731,4604,Sup000727,INV,BU013,101.2
Subcontractor,1237,P-PLA-WELF,44804,RH Mobile Welfare Unit 12' 01.08.22 - 31.08.22,3220867,PL,FH3522000,Project Costs,External Project Costs,Proj000731,4605,Sup000727,INV,BU013,1081.0
Subcontractor,1573,P-MAT-TRAN,44749,CARRIAGE,074-220129,PL,FH3522000,Project Costs,External Project Costs,Proj000715,4607,Sup000725,INV,BU013,122.5
Subcontractor,4337,P-MAT-CABA,44804,CABLE TRAY MED DUTY 600MM 3M LENGTH PRE GALVANISED STEEL,447733688,PL,FH3522000,Project Costs,External Project Costs,Proj000706,4608,Sup000718,INV,BU013,99.61
Material Supplier,7092,P-MAT-CABA,44811,30No. CABLE GLAND DOME HEAD IP68 M32 DARK GREY NYLON 32MM,447777873,PL,FH3522000,Project Costs,External Project Costs,Proj000706,4609,Sup000718,INV,BU013,7.01
Material Supplier,1869,P-MAT-CABA,44811,30No. CABLE GLAND DOME HEAD IP68 M32 DARK GREY NYLON 32MM,447777874,PL,FH3522000,Project Costs,External Project Costs,Proj000706,4610,Sup000718,INV,BU013,52.52
Subcontractor,9627,P-MAT-DCAB,44812,CAT6 Duct grade shielded cable x 305m,447787219,PL,FH3522000,Project Costs,External Project Costs,Proj000706,4611,Sup000718,INV,BU013,1591.23
Material Supplier,1531,P-MAT-CABA,44813,"NL50CWN NEWLEC {KIT1}
ARMOURED GLAND PACK OUTDOOR CW50+EARTH TAG+PVC SHROUD",447798067,PL,FH3522000,Project Costs,External Project Costs,Proj000706,4612,Sup000718,INV,BU013,270.55
Subcontractor,6107,P-MAT-SWIT,44813,"A9F54132 SCHNEIDER
MERLIN ACTI9 IC60H MCB SP C 32A TYPE C",447798953,PL,FH3522000,Project Costs,External Project Costs,Proj000769,4613,Sup000718,INV,BU013,13.32
Subcontractor,7492,P-MAT-MISE,44817,"NLRODM10 NEWLEC {3M}
THREADED ROD DIN976-1 M10 3 METER LENGTH STEEL",447820176,PL,FH3522000,Project Costs,External Project Costs,Proj000731,4614,Sup000718,INV,BU013,49.75
Material Supplier,1468,P-MAT-MISE,44817,"50No. NLZHN10A NEWLEC
HEXAGON NUT M10 BRIGHT ZINC PLATED STEEL",447820177,PL,FH3522000,Project Costs,External Project Costs,Proj000731,4615,Sup000718,INV,BU013,0.61
Material Supplier,6553,P-MAT-MISE,44781,4No No. TR10 M10 SCREWED ROD X3MTS BZP,074 - 224689,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4616,Sup000725,INV,BU013,26.9
Material Supplier,205,P-MAT-CABA,44803,LEGD SC4033M ECS41/3 SLOT CHAN 41X41 3M,074 - 228096,PL,FH3522000,Project Costs,External Project Costs,Proj000724,4617,Sup000725,INV,BU013,64.34
Subcontractor,6830,P-PLA-GENE,44801,GENERATOR PORTABLE 2.6KVA PETROL 27.07.22 - 18.08.22,61177242,PL,FH3522000,Project Costs,External Project Costs,Proj000722,4620,Sup000726,INV,BU013,195.26
Material Supplier,6092,P-PLA-OPLA,44804,DUCT ROD 250MTR X 9MM 29.07.22 - 25.08.22,61204321,PL,FH3522000,Project Costs,External Project Costs,Proj000740,4621,Sup000726,INV,BU013,284.99
Subcontractor,24,P-PLA-OPLA,44804,4INCHCABLE ROLLER 26.07.22 - 29.08.22,61206613,PL,FH3522000,Project Costs,External Project Costs,Proj000725,4622,Sup000726,INV,BU013,315.46
Subcontractor,3287,P-PLA-OPLA,44811,COLLECTION,61212139,PL,FH3522000,Project Costs,External Project Costs,Proj000740,4624,Sup000726,INV,BU013,145.0
Subcontractor,385,P-PLA-CONT,44804,XH 20' Shipping Container,3427/00114612,PL,FH3522000,Project Costs,External Project Costs,Proj000708,4626,Sup000716,INV,BU013,80.0
Subcontractor,6893,P-PLA-CONT,44804,SECURITY CONTAINER 20' X 8' X 2 63372 & 50965 01.08.22 - 31.08.22,3220864,PL,FH3522000,Project Costs,External Project Costs,Proj000759,4629,Sup000727,INV,BU013,138.0
Material Supplier,5578,P-MAT-CABA,44813,"25No. NL38503 NEWLEC
TELECLEAT ARMOURED 14.6-19.8MM POLYETHYLENE BLACK",447798959,PL,FH3522000,Project Costs,External Project Costs,Proj000740,4631,Sup000718,INV,BU013,73.95
Subcontractor,7176,P-MAT-ACAB,44811,"694/12XLH-2.5-BLK1 CABLE-RX
2.5MM BLACK 12-CORE CUT XLPE/SWA/PVC BASEC",447779756,PL,FH3522000,Project Costs,External Project Costs,Proj000722,4641,Sup000718,INV,BU013,448.34
Subcontractor,7118,P-MAT-ACAB,44811,"6943XLH-6.0-BLK1 CABLE-RX
6.0MM BLACK 3-CORE CUT XLPE/SWA/PVC BASEC",447779757,PL,FH3522000,Project Costs,External Project Costs,Proj000722,4644,Sup000718,INV,BU013,103.66
Material Supplier,3564,P-MAT-CABA,44813,"25No. NL38504 NEWLEC
TELECLEAT ARMOURED 17.7-24.0MM POLYETHYLENE BLACK",447798958,PL,FH3522000,Project Costs,External Project Costs,Proj000740,4645,Sup000718,INV,BU013,69.12
Subcontractor,312,P-MAT-CABA,44813,"NLMLT225PG NEWLEC {3M}
CABLE TRAY MED DUTY 225MM 3M LENGTH PRE GALVANISED STEEL",447798960,PL,FH3522000,Project Costs,External Project Costs,Proj000740,4646,Sup000718,INV,BU013,62.09
Material Supplier,5043,P-MAT-OMAT,44804,2No. Durbar Plates,V28108_1,PL,FH3522000,Project Costs,External Project Costs,Proj000708,4647,Sup000787,INV,BU013,1200.0
Subcontractor,3733,P-MAT-ACAB,44811,"6943XLH-6.0-BLK1 CABLE-RX
6.0MM BLACK 3-CORE CUT XLPE/SWA/PVC BASEC",447779758,PL,FH3522000,Project Costs,External Project Costs,Proj000722,4649,Sup000718,INV,BU013,199.2
Subcontractor,489,P-PLA-SKIP,44804,8 YARD LOCKABLE SKIP - ONSITE TUES 30TH AUG,3220868,PL,FH3522000,Project Costs,External Project Costs,Proj000761,4650,Sup000727,INV,BU013,302.0
Material Supplier,3074,P-PLA-CONT,44804,CONTAINERS,R16715,PL,FH3522000,Project Costs,External Project Costs,Proj000735,4651,Sup000748,INV,BU013,4564.75
