Unit,P&L Line,Nominal Code,Nominal Name,Ledger,Type,Value,Ref,Date,Description,Header Ref,Project ID,Cost Centre,Supplier ID
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,6293.36,335431,44750,Maintenance team Plant & Labour 4th-8th July,9552,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,8330,335621,44764,Team 1 Labour and Pland for maintenance works,9564,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,22080,336256,44757,Labour and Plant for fencing 1 week 4 teams,9558,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,1877.81,340124,44782,De Veg - Monday 8th - Tuesday 9th,9628,Proj000668,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,8827.26,340127,44778,HS2: De Veg - 01.08.05.08 Including aborted shift Monday 1st.,9627,Proj000602,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,694.98,340128,44798,Hassocks Maintenance,9625,Proj000608,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,39912,340129,44792,EWRA Team 1-4 Labour & Plant for fencing,9594,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,11040,340132,44785,EWRA Team 1: Labour &Plant fencing,9585,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,11040,340133,44785,EWRA Team 2 : Labour & Plant Fencing,9585,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,11040,340134,44785,EWRA Team 3 : Labour & Plant Fencing,9585,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,5520,340135,44785,EWRA Team 4 : Steel fencing,9585,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,2400,340136,44785,Tom Harris Supervisor,9585,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,9565,340137,44785,EWRA Team 1 : Labour and Plant,9585,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,9565,340138,44785,EWRA Team 2 : Labour and plant,9585,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,7100,340139,44785,EWRA Team 1 Week 3: Men + Machinery,9585,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,8875,340140,44785,Men + Machinery,9585,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,2054.88,340141,44785,Maintenance visits,9586,Proj000608,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,5520,340245,44799,EWRA Team 1: Labour & Plant for fencing,9633,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,5520,340246,44799,EWRA Team 2 : Labour & Plant for fencing,9633,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,5520,340247,44799,EWRA Team 3 : Labour & Plant fencing,9633,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,3409,340248,44799,EWRA Team 4 : Steel fencing labour and plant,9633,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,3409,340249,44799,EWRA Team 5 : Steel fencing labour and plant,9633,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,1500,340250,44799,Tom Harris Supervisor,9633,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,8104,340251,44799,EWRA Team 1 : Labour and plant for plot cultivation,9633,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,8875,340252,44799,EWRA Team 1 : 3 Men +Machinery,9633,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,4000,340253,44799,EWRA Team : 1 Hydroseeding men+ machinery,9633,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,2084.94,341063,44804,Hassocks additional maintenance,9657,Proj000608,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,4230.9,341066,44800,Tewkesbury Fence Removal: Jacksons,9634,Proj000669,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,7259,342805,44774,"5 Days 01.11.21 - 04.11.21 for use of the Amphibious Machine @ 950.00 per day50.26/08/225950.0004,750.004 Nights Subs26/08/22480.000320.002 Transport Jouneys @ £874.50 each way26/08/222874.5001,749.001 Biosecurity Steam C",SINV111318,Proj000607,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,7295,347448,44750,"1.00 EWRA : Maintenance Crew 7,295.00 7,295.00 0.00 0.0011th - 15th July 20220.00 REVERSE CHARGE VAT TO BE PAID £1,459.00 0.00 0.0",9561,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,21469,347449,44813,ewrs mon 5th september labour and plant for fencing,9669,Proj000606,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,16875.2,347450,44806,"1.00 EWRA Team 1 labour & plant for fencing 4,416.00 4,416.00 0.00 0.00Tues 30th Aug - Frid 2nd Sept1.00 EWRA Team 2 Labour & plant for fencing 4,416.00 4,416.00 0.00 0.00Tues 30th Aug - Frid 2nd Sept1.00 EWRA Team 3 labour & plant for",9668,Proj000606,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,17040,348426,44784,"Ash Dieback tree work, including traffic management as per our quotation",TW 1363,Proj000670,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,714.2,348649,44768,To fell area of suckered Alder and chip as directed on site,TW 1345,Proj000671,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,630,348651,44734,1 x site supervisore @ 315.00 per day for 2 days,TW 1344,Proj000663,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,580,348652,44734,1 x site operative @290.00 per day for 2 days,TW 1344,Proj000663,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,120,348653,44734,1 x mini digger @ 120.00 per day for 1 day,TW 1344,Proj000663,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,160,348654,44734,Accommodation @ 80.00 per night (2 people for 1 night),TW 1344,Proj000663,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,60,348655,44734,"Subsistence @ 30.00 per person, per night (2 people for 1 night)",TW 1344,Proj000663,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,105.6,348656,44734,"Mileage @ .60p per mile, 88 miles each way",TW 1344,Proj000663,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,17760,349655,44764,"1.00 * EWRA Team 1 : Labour and Plant fencing 5,520.00 5,520.00 0.00 0.0018th - 22nd July 20221.00 * EWRA Team 2: Labour and Plant fencing 5,520.00 5,520.00 0.00 0.0018th - 22nd July1.00 * EWRA Team 3 : Labour and Plant fencing 5,520.00",9565,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,32610,349657,44771,"1.00 EWRA Team 1 labour & plant fencing 5,520.00 5,520.00 0.00 0.0025th - 29th July 20221.00 Team 2:25th - 29th July 5,520.00 5,520.00 0.00 0.001.00 Team 3: 25th - 29th July 5,520.00 5,520.00 0.00 0.001.00 Team 4; steel fencing labour a",9577,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,18060,349658,44820,"3.00 EWRA Team 1, 2 and 3 : labour & plant for fencing 5,520.00 16,560.00 0.00 0.003 teams: 12th - 16th Sept 20221.00 Tom Harris Supervisor 1,500.00 1,500.00 0.00 0.00",9679,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,1369.92,349660,44771,"2.00 Hassocks fence repairs 684.96 1,369.92 0.00 0.008th July and 29th July 20220.00 REVERSE CHARGE VAT TO BE PAID £273.98 0.00 0.002.00 Hassocks fence repairs 684.96 1,369.92 0.00 0.008th July and 29th July 20220.00 REVERSE CHARGE VA",9575,Proj000608,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,14448,349662,44827,ewr labour,9680,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,11241.35,349672,44813,"2.00 Hassocks fence repairs 684.96 1,369.92 0.00 0.008th July and 29th July 20220.00 REVERSE CHARGE VAT TO BE PAID £273.98 0.00 0.0",9681,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,10530,349673,44813,"1.00 Ewra team 1 week men + machinery 10,530.00 10,530.00 0.00 0.005-9 sept -(5 days)(Augers/ Rotorvators) plot cultivation0.00 REVERSE CHARGE VAT TO BE PAID £2,106.00 0.00 0.0",9682,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,13206.5,349674,44820,"1.00 £wra tearn I week men machinery 7,290.00 7,290.00 0.00 0.0012th-16th sept(Augers/ Rotorvator) plot cultivationL.00 Ewra auttvaton team I week men machinery 5,916.50 5,916.50 0.00 0.00hedge cultivation 12th 16th sept(diggers/ robo",9683,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,7691.45,349675,44827,"1.00 Ewra cultivation team 1hedge cultivation 20th -23rd septmen/machinery (diggers/ robo / tractor rotorv)0.00 REVERSE CHARGE VAT TO BE PAID £1,538.297,691.45To7,691.450.00et Amount0.00 0.000.0",9684,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,17505.8,349676,44806,"1.00 x Ewra team l-week men + machinery 5,672.8A 5,672.80 0.00 0.0030th Aug -2nd Sept(Augers I Rotorvator) plot cultivation1.00 * Ewra cultivation team 1-week men + machinery 11,833.00 11,833.00 0.00 0.0030th Aug - 2nd Septdiggrers I r",9685,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,22500,349677,44833,Phase 1 reinstatement works for Blackthorn & Piddington project,9693,Proj000635,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,5490,349678,44833,Hedge Flailing works to be carried out on Piddington & Blackthorn Restoration project,9694,Proj000635,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,9474.3,349750,44749,"HS2 Deveg works 5,939.15 5,939.15",9557,Proj000602,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,5939.15,349751,44757,"1.00 * HM : HS2 Deveg works 5,939.15 5,939.15 0.00 0.0011th to 15th July 2022as schedule0.00 REVERSE CHARGE VAT TO BE PAID £1,187.83 0.00 0.0",9566,Proj000602,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,7439.15,349752,44764,"1.00 HM : HS2 Deveg works 7,439.15 7,439.15 0.00 0.0018th to 22nd July 20220.00 REVERSE CHARGE VAT TO BE PAID £1,487.83 0.0",9567,Proj000602,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,5939.15,349753,44771,"1.00 HM -HS2 Deeg works 5,939.15 5,939.15 0.00 0.0025th to 29th July 2022as per schedule0.00 REVERSE CHARGE VAT TO BE PAID £1,187.83 0.00 0.00",9576,Proj000602,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,13248,350092,44834,1.00 * EWRA Team 1 labour & Plant for fencing Tues 28,9703,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,10058.05,350101,44834,"1.00 * EWRA Team 1 : Labour & plant 10,058.05 10,058.05 0.00 0.00for maintenance works incbridge robo works 3 days 28-30 Sept0.00 REVERSE CHARGE VAT TO BE PAID £2,011.61 0.00 0.0",9704,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,22500,350133,44834,"1.00 * Phase 1 reinstatement works 22,500.00 22,500.00 0.00 0.00Blackthorn & Piddington projectFinal 50% of PO value0.00 REVERSE CHARGE VAT TO BE PAID £4,500.0",9702,Proj000635,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,2770.86,353535,44851,"Sub-contractor services provided on EWR.
Labour, de veg operative charged at 277.09 per day",9713,Proj000606,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,3145.7,353536,44851,Plant operative - 10 days charged 314.f57 per day,9713,Proj000606,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,750,353537,44851,Excavator hire (up to 3T) charged at 150.00 per day,9713,Proj000606,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,414,353538,44851,Hire of excavator attachments charged at 41.40 per day,9713,Proj000606,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,1000,353539,44851,Ditch witch hire charged at 200.00 per day,9713,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,187.5,353540,44851,Plant fuel - 5 days charged at 37.50 per day,9713,Proj000606,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,160,353541,44851,4X4 hire charged at 40.00 per day,9713,Proj000606,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,1285,353542,44851,Accommodation allowance - 20 nights paid at 64.25 per day,9713,Proj000606,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,1100,353543,44851,Subsistence claim,9713,Proj000606,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,350,353544,44851,Mileage claim paid at .50 per mile,9713,Proj000606,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,33000,353966,44854,"Phase 2 works for above site Unit price £33,00",9717,Proj000635,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,25522.58,354257,44855,Sub-contractor services provided on site - badger sett closure works,9720,Proj000672,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,3600,354274,44837,Sub-contractor services - drainage works,9706,Proj000673,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,1800,354275,44837,Sub-contractor services provided - drainage works,9707,Proj000673,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,1800,354276,44837,Sub-contractor services - drainage works (Varley),9708,Proj000673,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,2700,354277,44837,Sub-contractor services provided - drainage works Powell,9709,Proj000673,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,9680,355816,44865,"Quote for plant & labour on Rother tidal walls for week beginning 
17/10/22 - 1936.00 per day",9750,Proj000627,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,7728,362044,44865,"1 x EWRA Team 1 labour & plant for fencing
05/09/22 - 09/09/22dg - po provided out of costs",9742,Proj000606,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,694.98,362065,44811,Maintenance visit w.c 07/09/22,9673,Proj000608,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,7899.72,362067,44880,RYE Works wC: 24 Oct22 Eco Fencing as per analysis Unit price £7899.7,9808,Proj000627,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,41674.91,362196,44862,"To provide a two man team to SSSTS supervisor for watering, to include equipment, 4x4 and trailer",9737,Proj000602,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,2644,363973,44893,Works to be carried out as instructed by Boyd Henderson,9819,Proj000674,P-DIRECT,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,10150,363974,44893,Additional Works to be carried out as instructed by Boyd Henderson,9820,Proj000640,P-SUB,RSK
BU008,Inter Co Project Costs,691082203CIS,InterCo Project Costs,PL,INV,588,363975,44893,Works to be carried out as instructed by Boyd Henderson,9821,Proj000675,P-DIRECT,RSK
BU008,Employment costs,691084057,Overhead Consultancy,PL,INV,112.5,318234,44673,Administration for RSK ADAS,2022/RSK/042,#N/A,,Sup000576
BU008,Employment costs,691084057,Overhead Consultancy,PL,INV,560,325530,44729,Sub-contractor services - ADMIN charged at 40.00 per hour,2022/RSK/007,#N/A,,Sup000576
BU008,Employment costs,691084057,Overhead Consultancy,PL,INV,1200,326634,44739,"Landscaping works Volkers Ref 1080900
Jack Court 2.00 375.00 20% 750.00
Luke Hankins 0.75 600.00 20% 450.00NOT CIS AT PRESENT",INV-0264,#N/A,,Sup000601
BU008,Employment costs,691084057,Overhead Consultancy,PL,INV,300,328534,44743,Administration,2022/RSK/009,#N/A,,Sup000576
BU008,Employment costs,691084057,Overhead Consultancy,PL,INV,700,337779,44777,"Re-flow monthly support, hosting and maintenance - standard users - 04-07-2022 to 03-08-2022
Qty 35
Unit price £20 TOTAL £7",INV-4892,#N/A,,Sup000591
BU008,Employment costs,691084057,Overhead Consultancy,PL,INV,400,346579,44799,Admin / audit work,2022/RSK/018,#N/A,,Sup000576
BU008,Employment costs,691084057,Overhead Consultancy,PL,INV,240,348849,44834,"Admin/Audit consultancy services provided
40.00 per hour",2022/RSK/022,#N/A,,Sup000576
BU008,Employment costs,691084057,Overhead Consultancy,PL,INV,240,354304,44858,"Consultancy services provided
40.00 per hour",INV-0015,#N/A,,Sup000576
BU008,Employment costs,691084057,Overhead Consultancy,PL,INV,80,360523,44869,Overhead consultancy services provided @ 40.00 per hour,INV-0023,#N/A,,Sup000576
BU008,Employment costs,691084057,Overhead Consultancy,PL,INV,400,360524,44869,Overhead Consultancy / Admin / Audit work @ 40.00 per hour,INV-0023,#N/A,,Sup000576
BU008,Employment costs,691084057,Overhead Consultancy,PL,INV,400,360544,44876,Admin/audit time,INV-0027,#N/A,,Sup000576
BU008,Employment costs,691084057,Overhead Consultancy,PL,INV,160,363190,44890,Admin / audit services provided @ 40.00 per hour,INV-0034,#N/A,,Sup000576
BU008,InterCo Consultancy,691084200,InterCo Consultancy,PL,INV,349.99,313816,44686,Courier,SI0549496,#N/A,,RSK
BU008,InterCo Consultancy,691084200,InterCo Consultancy,PL,INV,1755,313852,44680,"NEC4 ECC Workshop Habitat Management 19 April and 21 April 2022 Swindon - 9 nrdelegates (1) E Nicholson (2) P Bottomore (3) I Henderson (4) R Quinn (5) J Winslow (6) LPollock (7) M Sanchez (8) J Fuller (9) N Dickinson - 9 nr @ £195£ 1,",SIEL00058,#N/A,,RSK
BU009,External Costs,691092000,Gen Project Costs,PL,INV,82.63,312738,44662,Background Mapping for Plan,EXP-33325,Proj000676,P-EXP,Sup000707
BU009,External Costs,691092000,Gen Project Costs,PL,INV,21.89,332618,44636,Office Depot Copy Papers A4 80gsm White 2500 Sheets,8621668,Proj000677,P-DIRECT,Sup000007
BU009,External Costs,691092000,Gen Project Costs,PL,INV,249,333509,44757,ScotLis Invoice,R0384953,Proj000678,P-DIRECT,Sup000708
BU009,External Costs,691092000,Gen Project Costs,PL,INV,126,334517,44701,Seperate portal views,2004177047,Proj000679,P-DIRECT,Sup000709
BU009,External Costs,691092000,Gen Project Costs,PL,INV,99,335339,44773,Title Report,R0385823,Proj000678,P-DIRECT,Sup000708
BU009,External Costs,691092000,Gen Project Costs,PL,INV,60,340935,44771,Title Report,A0571260,Proj000678,P-DIRECT,Sup000708
BU009,External Costs,691092000,Gen Project Costs,PL,INV,168,341007,44760,Scotline searches,EXP-35514,Proj000678,P-DIRECT,Sup000710
BU009,External Costs,691092000,Gen Project Costs,PL,INV,60,341954,44771,Land title investigation,A0571261,Proj000680,P-DIRECT,Sup000708
BU009,External Costs,691092000,Gen Project Costs,PL,INV,6,343587,44785,Land seraches,2004426753,Proj000679,P-DIRECT,Sup000709
BU009,External Costs,691092000,Gen Project Costs,PL,INV,18,343590,44694,lAND SEARCHES,2004149115,Proj000679,P-DIRECT,Sup000709
BU009,External Costs,691092000,Gen Project Costs,PL,INV,3,346498,44819,LR Title Report - ScotLIS,R0390310,Proj000680,P-DIRECT,Sup000708
BU009,External Costs,691092000,Gen Project Costs,PL,INV,6,351562,44820,Land searches,2004537563,Proj000679,P-DIRECT,Sup000709
BU010,External Costs,691122000,Gen Project Costs,PL,INV,490,346407,44825,Biological records for 2 separate sites,10331032,Proj000681,P-DIRECT,Sup000389
BU010,External Costs,691122000,Gen Project Costs,PL,INV,300,348679,44817,"MASS MODEL £150
VERIFIFED VIEW £1",17748,Proj000682,P-DIRECT,Sup000440
BU010,External Costs,691122000,Gen Project Costs,PL,INV,1000,348800,44596,RECHARGE G99 APPLICATION CHARGE,5431,Proj000683,P-DIRECT,Sup000711
BU010,External Costs,691122000,Gen Project Costs,PL,INV,150,349766,44834,Data Search: Simon Fawcett,0000004783,Proj000684,P-DIRECT,Sup000372
BU010,External Costs,691122000,Gen Project Costs,PL,INV,57.43,350532,44841,Mapping data,815822,Proj000685,P-DIRECT,Sup000027
BU010,External Costs,691122000,Gen Project Costs,PL,INV,57.43,351171,44841,Mapping data,815826,Proj000684,P-DIRECT,Sup000027
BU010,External Costs,691122000,Gen Project Costs,PL,INV,200,351427,44839,Data search: Simo Fawcertt,5200259923,Proj000686,P-DIRECT,Sup000373
BU010,External Costs,691122000,Gen Project Costs,PL,INV,6.33,352966,44845,Toll Road,EXP-37365,Proj000687,P-DIRECT,Sup000392
BU010,External Costs,691122000,Gen Project Costs,PL,INV,4.17,353060,44837,WiFi connection in hotel,EXP-37302,Proj000688,P-EXP,Sup000712
BU010,External Costs,691122000,Gen Project Costs,PL,INV,57.43,353724,44853,Map search: Sara Cundy,818431,Proj000686,P-DIRECT,Sup000027
BU010,External Costs,691122000,Gen Project Costs,PL,INV,353,353939,44848,"Data search: Sarah Kennard
2km from SP668929",100145427,Proj000689,P-DIRECT,Sup000424
BU010,External Costs,691122000,Gen Project Costs,PL,INV,390,353940,44848,"Data search: Sarah Kennard
2km search from SP6634695068 of Package A2.",100145427,Proj000689,P-DIRECT,Sup000424
BU010,External Costs,691122000,Gen Project Costs,PL,INV,28.75,353950,44834,Mapping / HER data cost relating to inclusion of larger site area for update to the Heritage Statement.,SI 179170,Proj000690,P-DIRECT,Sup000423
BU010,External Costs,691122000,Gen Project Costs,PL,INV,24.97,354136,44848,"Licences: corporateLicence Period: AnnualLicence Expiry: 14 October 2023Project Name: Sunnydale Solar PVLocation description:",817497,Proj000689,P-DIRECT,Sup000027
BU010,External Costs,691122000,Gen Project Costs,PL,INV,57.43,355150,44858,Map search: Sara Cundy,819713,Proj000691,P-DIRECT,Sup000027
BU010,External Costs,691122000,Gen Project Costs,PL,INV,57.43,357859,44841,Emap: Indigo Hadlington,815771,Proj000692,P-DIRECT,Sup000027
BU010,External Costs,691122000,Gen Project Costs,PL,INV,154.56,358074,44869,Map search: Indigo Hadlington,822380,Proj000516,P-DIRECT,Sup000027
BU010,External Costs,691122000,Gen Project Costs,PL,INV,347.06,358076,44869,Map search: Indigo Hadlington,822377,Proj000516,P-DIRECT,Sup000027
BU010,External Costs,691122000,Gen Project Costs,PL,INV,57.43,359219,44874,Emap: Sara Cundy,823310,Proj000693,P-DIRECT,Sup000027
BU010,External Costs,691122000,Gen Project Costs,PL,INV,57.43,359220,44874,Emapo: Sara Cundy,823312,Proj000694,P-DIRECT,Sup000027
BU010,External Costs,691122000,Gen Project Costs,PL,INV,96.25,361793,44881,"Map search: Sara Cundy
 Holly Hurst Farm",825026,Proj000693,P-DIRECT,Sup000027
BU010,External Costs,691122000,Gen Project Costs,PL,INV,242.94,361794,44881,"Map search: Sara Cundy
Blounts Court Farm",825022,Proj000694,P-DIRECT,Sup000027
BU010,External Costs,691122000,Gen Project Costs,PL,INV,91.89,362260,44887,"1120093 - Blounts Court Farm OS MasterMap Part B,P6952140",826334,Proj000694,P-DIRECT,Sup000027
BU010,External Costs,691122000,Gen Project Costs,PL,INV,91.5,362271,44887,"1120093 - Blounts Court Farm OS MasterMap Part A,P6952140",826329,Proj000694,P-DIRECT,Sup000027
BU010,External Costs,691122000,Gen Project Costs,PL,INV,170,363198,44888,Data search: Sam Wilson,10335847,Proj000695,P-DIRECT,Sup000389
BU010,Interco Costs,691122203,InterCo Project Costs,PL,INV,2665,344867,44816,Preparation of additional access drawings and scoping note.,SI02245150,Proj000690,P-DIRECT,RSK
BU010,Interco Costs,691122203,InterCo Project Costs,PL,INV,1480,344868,44816,Preparation of additional access drawings,SI02245150,Proj000690,P-DIRECT,RSK
BU010,Interco Costs,691122203,InterCo Project Costs,PL,INV,3225,346427,44820,Preparation of Archaeological DBA,015264,Proj000696,P-DIRECT,RSK
BU010,Interco Costs,691122203,InterCo Project Costs,PL,INV,4530,347333,44826,Noise Impact Assesment,SI7601394,Proj000690,P-DIRECT,RSK
BU010,Interco Costs,691122203,InterCo Project Costs,PL,INV,4930,348414,44834,"Noise Impact Assessment - Keelings Road, Southminster",SI7601422,Proj000696,P-DIRECT,RSK
BU010,Interco Costs,691122203,InterCo Project Costs,PL,INV,2210,349251,44838,Transport statment,SI02246175,Proj000697,P-DIRECT,RSK
BU010,Interco Costs,691122203,InterCo Project Costs,PL,INV,4650,349742,44826,Noise impact assessment,SI7601393,Proj000698,P-DIRECT,RSK
BU010,Interco Costs,691122203,InterCo Project Costs,PL,INV,275,349743,44832,,SI02245690,Proj000681,P-DIRECT,RSK
BU010,Interco Costs,691122203,InterCo Project Costs,PL,INV,275,349744,44832,transport advice blueston,SI02245690,Proj000689,P-DIRECT,RSK
BU010,Interco Costs,691122203,InterCo Project Costs,PL,INV,300,349745,44832,Bluestone transport,SI02245690,Proj000685,P-DIRECT,RSK
BU010,Interco Costs,691122203,InterCo Project Costs,PL,INV,3524,351618,44841,DBA Report - Park Farm Solar DBA,015306,Proj000699,P-DIRECT,RSK
